,sigma,labels
0,0.06936872750520706,0.0
1,0.024527356028556824,0.0
2,0.14322751760482788,0.0
3,0.039157383143901825,0.0
4,0.18163852393627167,0.0
5,0.14976435899734497,0.0
6,0.13262778520584106,0.0
7,0.025536447763442993,0.0
8,0.029101211577653885,0.0
9,0.00836077332496643,0.0
10,0.05710449814796448,0.0
11,0.27131789922714233,0.0
12,0.07477326691150665,0.0
13,0.05087915062904358,0.0
14,0.12621885538101196,0.0
15,0.037329383194446564,0.0
16,0.029612096026539803,0.0
17,0.044554635882377625,0.0
18,0.21217817068099976,0.0
19,0.025966905057430267,0.0
20,0.31136173009872437,0.0
21,0.04729399457573891,0.0
22,0.0924464538693428,0.0
23,0.15120744705200195,0.0
24,0.11218790709972382,0.0
25,0.048266347497701645,0.0
26,0.06998640298843384,0.0
27,0.11423881351947784,0.0
28,0.11403477191925049,0.0
29,0.06389951705932617,0.0
30,0.061969053000211716,0.0
31,0.03773660957813263,0.0
32,0.04356136918067932,0.0
33,0.04243031144142151,0.0
34,0.019443567842245102,0.0
35,0.1058720201253891,0.0
36,0.11559948325157166,0.0
37,0.7785496115684509,0.0
38,0.11101482808589935,0.0
39,0.039422497153282166,0.0
40,0.009250372648239136,0.0
41,0.030384887009859085,0.0
42,0.05503086373209953,0.0
43,0.14359408617019653,0.0
44,0.05847931653261185,0.0
45,0.06500478088855743,0.0
46,0.05983185023069382,0.0
47,0.07164280116558075,0.0
48,0.0853181928396225,0.0
49,0.06942787766456604,0.0
50,0.030155841261148453,0.0
51,0.08234041929244995,0.0
52,0.07687532901763916,0.0
53,0.02450147457420826,0.0
54,0.06680697947740555,0.0
55,0.0975346788764,0.0
56,0.0913669541478157,0.0
57,0.059425026178359985,0.0
58,0.12527674436569214,0.0
59,0.04009680077433586,0.0
60,0.019797295331954956,0.0
61,0.07779049873352051,0.0
62,0.12920726835727692,0.0
63,0.0773453414440155,0.0
64,0.13651888072490692,0.0
65,0.04634903743863106,0.0
66,0.08419016003608704,0.0
67,0.14384324848651886,0.0
68,0.18046799302101135,0.0
69,0.11971475183963776,0.0
70,0.030330117791891098,0.0
71,0.05176915228366852,0.0
72,0.14168119430541992,0.0
73,0.054337844252586365,0.0
74,0.03766288608312607,0.0
75,0.04513144493103027,0.0
76,0.18999075889587402,0.0
77,0.1153191477060318,0.0
78,0.07327250391244888,0.0
79,0.06918908655643463,0.0
80,0.16199252009391785,0.0
81,0.07153359055519104,0.0
82,0.0301910862326622,0.0
83,0.061628274619579315,0.0
84,0.05532976984977722,0.0
85,0.043459728360176086,0.0
86,0.1258108913898468,0.0
87,0.10351487994194031,0.0
88,0.19922125339508057,0.0
89,0.0997336208820343,0.0
90,0.04049854725599289,0.0
91,0.2112865447998047,0.0
92,0.13801318407058716,0.0
93,0.044007107615470886,0.0
94,0.025438908487558365,0.0
95,0.11260640621185303,0.0
96,0.2407233566045761,0.0
97,0.014661980792880058,0.0
98,0.05346790701150894,0.0
99,0.06580755859613419,0.0
100,0.06044890731573105,0.0
101,0.08322883397340775,0.0
102,0.0951848030090332,0.0
103,0.06934388726949692,0.0
104,0.20029601454734802,0.0
105,0.0795416384935379,0.0
106,0.095023974776268,0.0
107,0.2665635645389557,0.0
108,0.022154491394758224,0.0
109,0.07438306510448456,0.0
110,0.036529310047626495,0.0
111,0.17246973514556885,0.0
112,0.12373664975166321,0.0
113,0.13747377693653107,0.0
114,0.03896050900220871,0.0
115,0.08920080959796906,0.0
116,0.0685414969921112,0.0
117,0.02767920307815075,0.0
118,0.40228569507598877,0.0
119,0.14703333377838135,0.0
120,0.03207617998123169,0.0
121,0.041097670793533325,0.0
122,0.08060851693153381,0.0
123,0.3108573257923126,0.0
124,0.05065292865037918,0.0
125,0.09044905006885529,0.0
126,0.13221286237239838,0.0
127,0.06636178493499756,0.0
128,0.12559564411640167,0.0
129,0.10880422592163086,0.0
130,0.0555378720164299,0.0
131,0.2827160954475403,0.0
132,0.08341550827026367,0.0
133,0.0819844976067543,0.0
134,0.06309737265110016,0.0
135,0.061338044703006744,0.0
136,0.03881409764289856,0.0
137,0.12327820062637329,0.0
138,0.0805293545126915,0.0
139,0.05276964604854584,0.0
140,0.11784254014492035,0.0
141,0.4231957197189331,0.0
142,0.1369873285293579,0.0
143,0.057041168212890625,0.0
144,0.44879597425460815,0.0
145,0.15504097938537598,0.0
146,0.049837127327919006,0.0
147,0.041161373257637024,0.0
148,0.06373035907745361,0.0
149,0.46561306715011597,0.0
150,0.44862374663352966,0.0
151,0.1260376274585724,0.0
152,0.041549794375896454,0.0
153,0.24019837379455566,0.0
154,0.20959386229515076,0.0
155,0.10950613021850586,0.0
156,0.06987787783145905,0.0
157,0.03177019953727722,0.0
158,0.07717808336019516,0.0
159,0.03934090957045555,0.0
160,0.26914411783218384,0.0
161,0.03956454247236252,0.0
162,0.23607677221298218,0.0
163,0.1399317979812622,0.0
164,0.08026545494794846,0.0
165,0.16580608487129211,0.0
166,0.028392333537340164,0.0
167,0.06356142461299896,0.0
168,0.11084640026092529,0.0
169,0.06863713264465332,0.0
170,0.21529975533485413,0.0
171,0.05062568932771683,0.0
172,0.12070557475090027,0.0
173,0.05634617805480957,0.0
174,0.14095847308635712,0.0
175,0.11305581778287888,0.0
176,0.0626353994011879,0.0
177,0.06666956096887589,0.0
178,0.18330267071723938,0.0
179,0.06784461438655853,0.0
180,0.04060956463217735,0.0
181,0.05585179477930069,0.0
182,0.05066285282373428,0.0
183,0.08727359771728516,0.0
184,0.0444023422896862,0.0
185,0.024601779878139496,0.0
186,0.04082038998603821,0.0
187,0.11100048571825027,0.0
188,0.11323091387748718,0.0
189,0.09312459081411362,0.0
190,0.021525444462895393,0.0
191,0.04795021191239357,0.0
192,0.06156790256500244,0.0
193,0.17806801199913025,0.0
194,0.08015862107276917,0.0
195,0.014685474336147308,0.0
196,0.1163511574268341,0.0
197,0.2546650171279907,0.0
198,0.01619197241961956,0.0
199,0.09086272120475769,0.0
200,0.07132524251937866,0.0
201,0.10317425429821014,0.0
202,0.07119328528642654,0.0
203,0.13183584809303284,0.0
204,0.030835125595331192,0.0
205,0.04705391079187393,0.0
206,0.02400793880224228,0.0
207,0.015592481009662151,0.0
208,0.0267550777643919,0.0
209,0.050553325563669205,0.0
210,0.03837897256016731,0.0
211,0.06656351685523987,0.0
212,0.12288689613342285,0.0
213,0.11399741470813751,0.0
214,0.026762377470731735,0.0
215,0.06376605480909348,0.0
216,0.02815413475036621,0.0
217,0.025332342833280563,0.0
218,0.02429894544184208,0.0
219,0.05865035206079483,0.0
220,0.08715908229351044,0.0
221,0.032435718923807144,0.0
222,0.07037469744682312,0.0
223,0.4985201954841614,0.0
224,0.14559489488601685,0.0
225,0.3281911611557007,0.0
226,0.028600987046957016,0.0
227,0.0990910530090332,0.0
228,0.05691004544496536,0.0
229,0.20084333419799805,0.0
230,1.0800182819366455,0.0
231,0.023415766656398773,0.0
232,0.061434291303157806,0.0
233,0.10955849289894104,0.0
234,0.12401361763477325,0.0
235,0.05632976070046425,0.0
236,0.07944992184638977,0.0
237,0.027445029467344284,0.0
238,0.17008431255817413,0.0
239,0.11793261766433716,0.0
240,0.12119491398334503,0.0
241,0.13277485966682434,0.0
242,0.36351722478866577,0.0
243,0.0807679072022438,0.0
244,0.05759705603122711,0.0
245,0.06828123331069946,0.0
246,0.07067333161830902,0.0
247,0.0721801146864891,0.0
248,0.09290889650583267,0.0
249,0.12359561026096344,0.0
250,0.1392979919910431,0.0
251,0.15832456946372986,0.0
252,0.12794969975948334,0.0
253,0.07225218415260315,0.0
254,0.07845082879066467,0.0
255,0.03801983594894409,0.0
256,0.02386872097849846,0.0
257,0.10340974479913712,0.0
258,0.06393927335739136,0.0
259,0.11470310389995575,0.0
260,0.052511267364025116,0.0
261,0.10590480268001556,0.0
262,0.058944664895534515,0.0
263,0.2371029257774353,0.0
264,0.3403918147087097,0.0
265,0.1939985603094101,0.0
266,0.13362757861614227,0.0
267,0.023785917088389397,0.0
268,0.06952407956123352,0.0
269,0.052214182913303375,0.0
270,0.03235979378223419,0.0
271,0.14016050100326538,0.0
272,0.1485646814107895,0.0
273,0.23977629840373993,0.0
274,0.03571545332670212,0.0
275,0.06428314745426178,0.0
276,0.02317763864994049,0.0
277,0.029341109097003937,0.0
278,0.02969069592654705,0.0
279,0.0957593098282814,0.0
280,0.07631650567054749,0.0
281,0.09042268246412277,0.0
282,0.19728554785251617,0.0
283,0.16388162970542908,0.0
284,0.03728671371936798,0.0
285,0.08453646302223206,0.0
286,0.05627215653657913,0.0
287,0.07179232686758041,0.0
288,0.0269402377307415,0.0
289,0.031145010143518448,0.0
290,0.09726422280073166,0.0
291,0.0866420567035675,0.0
292,0.34312647581100464,0.0
293,0.027095802128314972,0.0
294,0.1650390475988388,0.0
295,0.059682637453079224,0.0
296,0.14232824742794037,0.0
297,0.13612794876098633,0.0
298,0.17495527863502502,0.0
299,0.01812334917485714,0.0
300,0.0713549256324768,0.0
301,0.03238615393638611,0.0
302,0.0611044242978096,0.0
303,0.02609233930706978,0.0
304,0.12590576708316803,0.0
305,0.09123733639717102,0.0
306,0.09459640830755234,0.0
307,0.11832080781459808,0.0
308,0.15000541508197784,0.0
309,0.018964335322380066,0.0
310,0.11809922754764557,0.0
311,0.13379758596420288,0.0
312,0.07558809220790863,0.0
313,0.10232432931661606,0.0
314,0.0375010222196579,0.0
315,0.09766580164432526,0.0
316,0.4671449661254883,0.0
317,0.03726784139871597,0.0
318,0.04678412526845932,0.0
319,0.04507555440068245,0.0
320,0.028563734143972397,0.0
321,0.07414597272872925,0.0
322,0.10969305038452148,0.0
323,0.023985620588064194,0.0
324,0.0250761229544878,0.0
325,0.171286940574646,0.0
326,0.03648844733834267,0.0
327,0.031118744984269142,0.0
328,0.02702111192047596,0.0
329,0.09377868473529816,0.0
330,0.24702902138233185,0.0
331,0.14744766056537628,0.0
332,0.033250872045755386,0.0
333,0.05797060579061508,0.0
334,0.08438515663146973,0.0
335,0.1351221650838852,0.0
336,0.02867969125509262,0.0
337,0.15536999702453613,0.0
338,0.036311984062194824,0.0
339,0.14039398729801178,0.0
340,0.14177978038787842,0.0
341,0.08169537782669067,0.0
342,0.46154123544692993,0.0
343,0.03114107809960842,0.0
344,0.0802837684750557,0.0
345,0.10050887614488602,0.0
346,0.14659318327903748,0.0
347,0.10254939645528793,0.0
348,0.07416921854019165,0.0
349,0.02804102748632431,0.0
350,0.1681452989578247,0.0
351,0.07949623465538025,0.0
352,0.1285330057144165,0.0
353,0.024842001497745514,0.0
354,0.07528099417686462,0.0
355,0.13099604845046997,0.0
356,0.023049695417284966,0.0
357,0.023079728707671165,0.0
358,0.19676482677459717,0.0
359,0.08737775683403015,0.0
360,0.09055429697036743,0.0
361,0.10853603482246399,0.0
362,0.11308157444000244,0.0
363,0.03915964812040329,0.0
364,0.04225175082683563,0.0
365,0.07551927864551544,0.0
366,0.03147917240858078,0.0
367,0.4161638021469116,0.0
368,0.3317706882953644,0.0
369,0.07318256795406342,0.0
370,0.09453065693378448,0.0
371,0.0980248749256134,0.0
372,0.03711235523223877,0.0
373,0.050366222858428955,0.0
374,0.03893642872571945,0.0
375,0.08673392236232758,0.0
376,0.040810082107782364,0.0
377,0.03262494504451752,0.0
378,0.04895094037055969,0.0
379,0.08198007196187973,0.0
380,0.06190241128206253,0.0
381,0.05040397495031357,0.0
382,0.047293223440647125,0.0
383,0.06001468747854233,0.0
384,0.047789350152015686,0.0
385,0.08006259799003601,0.0
386,0.0562543161213398,0.0
387,0.10881965607404709,0.0
388,0.059406448155641556,0.0
389,0.05308225750923157,0.0
390,0.13168373703956604,0.0
391,0.071160227060318,0.0
392,0.03905462473630905,0.0
393,0.1177157387137413,0.0
394,0.06909692287445068,0.0
395,0.023437313735485077,0.0
396,0.1117439717054367,0.0
397,0.03707035258412361,0.0
398,0.06280380487442017,0.0
399,0.028688794001936913,0.0
400,0.17000696063041687,0.0
401,0.06608574092388153,0.0
402,0.06876694411039352,0.0
403,0.05427970364689827,0.0
404,0.09334322810173035,0.0
405,0.03336739540100098,0.0
406,0.05474229156970978,0.0
407,0.06852096319198608,0.0
408,0.04656457155942917,0.0
409,0.05055094510316849,0.0
410,0.18735195696353912,0.0
411,0.06884397566318512,0.0
412,0.02346566691994667,0.0
413,0.14210259914398193,0.0
414,0.09415650367736816,0.0
415,0.10655328631401062,0.0
416,0.3104490339756012,0.0
417,0.019702710211277008,0.0
418,0.019568253308534622,0.0
419,0.12205880880355835,0.0
420,0.10085716843605042,0.0
421,0.665198802947998,0.0
422,0.36391517519950867,0.0
423,0.08693832904100418,0.0
424,0.11000387370586395,0.0
425,0.07053683698177338,0.0
426,0.05871627479791641,0.0
427,0.047172121703624725,0.0
428,0.10585281252861023,0.0
429,0.16121424734592438,0.0
430,0.03176382929086685,0.0
431,0.12048394978046417,0.0
432,0.03995320573449135,0.0
433,0.027382198721170425,0.0
434,0.06274018436670303,0.0
435,0.034133996814489365,0.0
436,0.05678737908601761,0.0
437,0.10000982135534286,0.0
438,0.11348830163478851,0.0
439,0.03494458273053169,0.0
440,0.050443343818187714,0.0
441,0.08295197039842606,0.0
442,0.054114341735839844,0.0
443,0.046733446419239044,0.0
444,0.07422418892383575,0.0
445,0.07027103006839752,0.0
446,0.08493717014789581,0.0
447,0.18760544061660767,0.0
448,0.3138571083545685,0.0
449,0.10191439092159271,0.0
450,0.039329495280981064,0.0
451,0.16173183917999268,0.0
452,0.03604263812303543,0.0
453,0.15696988999843597,0.0
454,0.05356057733297348,0.0
455,0.05819770693778992,0.0
456,0.041429370641708374,0.0
457,0.035724569112062454,0.0
458,0.10578320920467377,0.0
459,0.060342662036418915,0.0
460,0.1779632568359375,0.0
461,0.020581776276230812,0.0
462,0.015954967588186264,0.0
463,0.050868019461631775,0.0
464,0.0421728640794754,0.0
465,0.10052299499511719,0.0
466,0.06903176754713058,0.0
467,0.10892974585294724,0.0
468,0.08402509987354279,0.0
469,0.013630853965878487,0.0
470,0.13417154550552368,0.0
471,0.05077642202377319,0.0
472,0.0391550175845623,0.0
473,0.05017595738172531,0.0
474,0.02542153000831604,0.0
475,0.0653826892375946,0.0
476,0.11523783206939697,0.0
477,0.07516279816627502,0.0
478,0.12435294687747955,0.0
479,0.35637718439102173,0.0
480,0.06129039078950882,0.0
481,0.18348217010498047,0.0
482,0.09358237683773041,0.0
483,0.054598383605480194,0.0
484,0.5770860314369202,0.0
485,0.07461843639612198,0.0
486,0.1694662868976593,0.0
487,0.17991770803928375,0.0
488,0.04439999908208847,0.0
489,0.08725336194038391,0.0
490,0.08911631256341934,0.0
491,0.05752445012331009,0.0
492,0.05363036319613457,0.0
493,0.03108031302690506,0.0
494,0.12232749164104462,0.0
495,0.22432661056518555,0.0
496,0.11628639698028564,0.0
497,0.3715912103652954,0.0
498,0.030549880117177963,0.0
499,0.11074688285589218,0.0
500,0.181214839220047,0.0
501,0.07536468654870987,0.0
502,0.18528176844120026,0.0
503,0.19883765280246735,0.0
504,0.11749193072319031,0.0
