,sigma,labels
0,103.4884262084961,0.0
1,88.25009155273438,0.0
2,103.81690216064453,0.0
3,87.79022216796875,0.0
4,99.99429321289062,0.0
5,116.0169677734375,0.0
6,100.48506164550781,0.0
7,83.06961059570312,0.0
8,90.10966491699219,0.0
9,87.52729797363281,0.0
10,92.22328186035156,0.0
11,113.21931457519531,0.0
12,102.739990234375,0.0
13,97.97891998291016,0.0
14,102.67923736572266,0.0
15,82.671630859375,0.0
16,89.43305969238281,0.0
17,84.35806274414062,0.0
18,93.3889389038086,0.0
19,88.32661437988281,0.0
20,101.27873229980469,0.0
21,95.92961120605469,0.0
22,92.87625122070312,0.0
23,98.98595428466797,0.0
24,105.04386901855469,0.0
25,88.0356216430664,0.0
26,105.16242980957031,0.0
27,86.83644104003906,0.0
28,101.32681274414062,0.0
29,87.24992370605469,0.0
30,84.55966186523438,0.0
31,91.4332504272461,0.0
32,89.05927276611328,0.0
33,93.0859146118164,0.0
34,90.4022216796875,0.0
35,106.78721618652344,0.0
36,91.61282348632812,0.0
37,93.66048431396484,0.0
38,101.90349578857422,0.0
39,86.02679443359375,0.0
40,86.76461791992188,0.0
41,89.40744018554688,0.0
42,84.77283477783203,0.0
43,108.24842834472656,0.0
44,103.13259887695312,0.0
45,92.77293395996094,0.0
46,87.66555786132812,0.0
47,89.56559753417969,0.0
48,89.10163879394531,0.0
49,93.46621704101562,0.0
50,86.00407409667969,0.0
51,89.95172119140625,0.0
52,100.88461303710938,0.0
53,85.01573181152344,0.0
54,87.99987030029297,0.0
55,93.3116455078125,0.0
56,98.64266967773438,0.0
57,91.92674255371094,0.0
58,105.45535278320312,0.0
59,88.23153686523438,0.0
60,83.5487289428711,0.0
61,93.75851440429688,0.0
62,104.60086059570312,0.0
63,96.25694274902344,0.0
64,110.3879623413086,0.0
65,83.95759582519531,0.0
66,85.63497161865234,0.0
67,104.56939697265625,0.0
68,89.26356506347656,0.0
69,106.2294692993164,0.0
70,85.25106048583984,0.0
71,104.99436950683594,0.0
72,98.40474700927734,0.0
73,89.20170593261719,0.0
74,85.63668060302734,0.0
75,90.53201293945312,0.0
76,107.89124298095703,0.0
77,107.47682189941406,0.0
78,92.40414428710938,0.0
79,87.33192443847656,0.0
80,94.40038299560547,0.0
81,101.67269897460938,0.0
82,119.56415557861328,0.0
83,87.83401489257812,0.0
