,sigma,labels
0,16.913862228393555,0.0
1,25.91990089416504,0.0
2,31.226049423217773,0.0
3,26.58329963684082,0.0
4,27.06954002380371,0.0
5,67.35472869873047,0.0
6,29.130199432373047,0.0
7,65.17793273925781,0.0
8,35.72006607055664,0.0
9,39.05149841308594,0.0
10,34.702796936035156,0.0
11,34.55360412597656,0.0
12,36.84975051879883,0.0
13,25.01326560974121,0.0
14,54.08768844604492,0.0
15,39.60002517700195,0.0
16,30.742145538330078,0.0
17,32.67897033691406,0.0
18,57.47843933105469,0.0
19,32.47923278808594,0.0
20,55.05970001220703,0.0
21,29.3961124420166,0.0
22,50.32474899291992,0.0
23,44.65607452392578,0.0
24,19.564844131469727,0.0
25,35.4182014465332,0.0
26,34.83889389038086,0.0
27,64.81494140625,0.0
28,37.04780960083008,0.0
29,37.23990249633789,0.0
30,65.62478637695312,0.0
31,25.35896873474121,0.0
32,36.57109451293945,0.0
33,32.3801155090332,0.0
34,28.896352767944336,0.0
35,52.78550720214844,0.0
36,40.203941345214844,0.0
37,65.83129119873047,0.0
38,43.09069061279297,0.0
39,47.49899673461914,0.0
40,39.234458923339844,0.0
41,60.45014190673828,0.0
42,40.70172119140625,0.0
43,46.00397872924805,0.0
44,22.158815383911133,0.0
45,27.823890686035156,0.0
46,41.65764617919922,0.0
47,37.53061294555664,0.0
48,33.499446868896484,0.0
49,57.609413146972656,0.0
50,27.350048065185547,0.0
51,41.71534729003906,0.0
52,18.519506454467773,0.0
53,48.82535171508789,0.0
54,32.34138870239258,0.0
55,34.28434753417969,0.0
56,51.3666877746582,0.0
57,31.771718978881836,0.0
58,20.64069366455078,0.0
59,32.886234283447266,0.0
60,32.05231475830078,0.0
61,39.41508865356445,0.0
62,20.61368179321289,0.0
63,42.61166763305664,0.0
64,22.533554077148438,0.0
65,46.71434020996094,0.0
66,46.60224151611328,0.0
67,40.513797760009766,0.0
68,69.79901885986328,0.0
69,20.189897537231445,0.0
70,30.352651596069336,0.0
71,37.09580612182617,0.0
72,34.917747497558594,0.0
73,26.827518463134766,0.0
74,42.01128005981445,0.0
75,41.553382873535156,0.0
76,42.14089584350586,0.0
77,29.436553955078125,0.0
78,31.26534080505371,0.0
79,44.71835708618164,0.0
80,58.366024017333984,0.0
81,21.256290435791016,0.0
82,38.6884765625,0.0
83,30.30586051940918,0.0
84,54.62570571899414,0.0
85,34.99073791503906,0.0
86,49.66456985473633,0.0
87,22.181196212768555,0.0
88,29.202526092529297,0.0
89,53.84732437133789,0.0
90,31.02113914489746,0.0
91,35.78803253173828,0.0
92,18.54094886779785,0.0
93,32.26394271850586,0.0
94,25.379772186279297,0.0
95,48.58575439453125,0.0
96,63.6409797668457,0.0
97,35.81173324584961,0.0
98,52.249603271484375,0.0
99,17.516178131103516,0.0
100,30.224952697753906,0.0
101,55.02613067626953,0.0
102,42.97626876831055,0.0
103,36.81135559082031,0.0
104,73.4529800415039,0.0
105,28.725027084350586,0.0
106,28.843984603881836,0.0
107,51.510276794433594,0.0
108,58.22618865966797,0.0
109,34.80119323730469,0.0
110,27.001474380493164,0.0
111,48.14047622680664,0.0
112,18.243303298950195,0.0
113,83.58187103271484,0.0
114,47.48630905151367,0.0
115,61.29153060913086,0.0
116,18.657400131225586,0.0
117,45.752498626708984,0.0
118,87.87532806396484,0.0
119,19.8902587890625,0.0
120,25.501943588256836,0.0
121,42.6303596496582,0.0
122,29.698524475097656,0.0
123,54.65106964111328,0.0
124,32.12923049926758,0.0
125,34.89093017578125,0.0
126,21.86556625366211,0.0
127,42.71961975097656,0.0
128,30.576148986816406,0.0
129,32.98221969604492,0.0
130,38.27794647216797,0.0
131,59.92483901977539,0.0
132,48.12540054321289,0.0
133,19.33072853088379,0.0
134,37.67483139038086,0.0
135,29.45271873474121,0.0
136,38.416500091552734,0.0
137,62.12186813354492,0.0
138,38.519615173339844,0.0
139,47.878700256347656,0.0
140,55.395545959472656,0.0
141,102.15998077392578,0.0
142,17.982664108276367,0.0
143,40.49494934082031,0.0
144,88.79598236083984,0.0
145,19.53063201904297,0.0
146,44.57086181640625,0.0
147,41.003177642822266,0.0
148,46.51015090942383,0.0
149,40.61422348022461,0.0
150,66.23030090332031,0.0
151,37.79737854003906,0.0
152,25.95224952697754,0.0
153,48.00417709350586,0.0
154,37.2913818359375,0.0
155,17.34138298034668,0.0
156,65.16730499267578,0.0
157,27.365530014038086,0.0
158,52.41905975341797,0.0
159,34.651084899902344,0.0
160,45.41721725463867,0.0
161,45.055999755859375,0.0
162,41.379905700683594,0.0
163,36.516624450683594,0.0
164,40.688934326171875,0.0
165,31.861501693725586,0.0
166,41.95774459838867,0.0
167,42.475101470947266,0.0
168,43.6737060546875,0.0
169,21.672719955444336,0.0
170,29.36701011657715,0.0
171,37.93213653564453,0.0
172,49.31020736694336,0.0
173,37.70840835571289,0.0
174,47.08627700805664,0.0
175,37.948768615722656,0.0
176,45.797489166259766,0.0
177,36.84376907348633,0.0
178,40.655662536621094,0.0
179,37.95416259765625,0.0
180,53.9597053527832,0.0
181,41.50025177001953,0.0
182,43.74782943725586,0.0
183,47.75039291381836,0.0
184,36.40299606323242,0.0
185,32.57807922363281,0.0
186,39.108482360839844,0.0
187,49.856990814208984,0.0
188,28.39786720275879,0.0
189,42.49964141845703,0.0
190,38.5873908996582,0.0
191,31.824237823486328,0.0
192,43.750370025634766,0.0
193,21.881879806518555,0.0
194,46.90416717529297,0.0
195,34.67649459838867,0.0
196,60.29756546020508,0.0
197,79.36918640136719,0.0
198,48.42084884643555,0.0
199,39.62179946899414,0.0
200,35.12913131713867,0.0
201,62.16141891479492,0.0
202,33.329673767089844,0.0
203,27.539716720581055,0.0
204,42.76198196411133,0.0
205,37.271549224853516,0.0
206,41.444114685058594,0.0
207,29.676504135131836,0.0
208,35.072486877441406,0.0
209,35.68338394165039,0.0
210,47.41432571411133,0.0
211,25.752338409423828,0.0
212,24.540523529052734,0.0
213,47.55023956298828,0.0
214,24.74457550048828,0.0
215,51.81984329223633,0.0
216,47.83098602294922,0.0
217,30.289098739624023,0.0
218,36.898406982421875,0.0
219,29.15766716003418,0.0
220,38.66276931762695,0.0
221,31.275102615356445,0.0
222,54.41265869140625,0.0
223,44.058921813964844,0.0
224,21.141674041748047,0.0
225,64.70602416992188,0.0
226,36.42971420288086,0.0
227,39.67815399169922,0.0
228,33.8399772644043,0.0
229,62.45855712890625,0.0
230,69.91810607910156,0.0
231,28.072938919067383,0.0
232,42.14183044433594,0.0
233,67.5821304321289,0.0
234,18.941497802734375,0.0
235,37.54252243041992,0.0
236,62.90959167480469,0.0
237,47.9083137512207,0.0
238,40.81776428222656,0.0
239,21.068832397460938,0.0
240,41.25873565673828,0.0
241,45.22832489013672,0.0
242,55.35599899291992,0.0
243,44.53263473510742,0.0
244,21.978097915649414,0.0
245,18.453105926513672,0.0
246,43.52024459838867,0.0
247,42.40583801269531,0.0
248,51.065067291259766,0.0
249,66.71747589111328,0.0
250,35.03652572631836,0.0
251,34.35628890991211,0.0
252,55.86936569213867,0.0
253,41.94203186035156,0.0
254,19.611196517944336,0.0
255,27.592506408691406,0.0
256,49.25695037841797,0.0
257,58.776302337646484,0.0
258,55.73269271850586,0.0
259,32.92470932006836,0.0
260,36.7266845703125,0.0
261,27.237159729003906,0.0
262,27.383268356323242,0.0
263,47.57475662231445,0.0
264,57.24692916870117,0.0
265,45.094940185546875,0.0
266,35.94024658203125,0.0
267,31.03150749206543,0.0
268,34.7818603515625,0.0
269,39.07710647583008,0.0
270,39.11121368408203,0.0
271,42.89005661010742,0.0
272,28.2123966217041,0.0
273,60.585086822509766,0.0
274,35.57086944580078,0.0
275,48.75071716308594,0.0
276,37.05029296875,0.0
277,30.588348388671875,0.0
278,48.8681640625,0.0
279,47.77995681762695,0.0
280,40.936588287353516,0.0
281,50.67307662963867,0.0
282,61.10820770263672,0.0
283,39.89436721801758,0.0
284,27.498998641967773,0.0
285,30.486982345581055,0.0
286,30.965087890625,0.0
287,33.78450012207031,0.0
288,39.41127014160156,0.0
